Age,Income,Recency,TotalSpending,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,TotalChildren
48,48877.0,27,144,3,0,4,7,1
67,74485.0,58,1734,6,7,12,3,0
42,64474.0,59,823,8,2,10,5,1
51,77226.0,29,1138,6,8,12,3,1
65,72643.0,60,1429,3,10,7,2,0
36,85738.0,41,1371,3,6,11,1,0
48,55686.0,27,982,6,3,5,4,1
31,39062.0,28,44,1,0,3,4,1
43,34600.0,8,318,5,2,5,8,2
39,40794.0,18,434,6,3,5,7,1
43,54690.0,76,198,3,1,5,3,2
45,4428.0,0,359,25,0,0,1,1
51,32632.0,32,576,4,4,8,5,0
46,38236.0,2,88,3,0,4,7,2
35,36781.0,16,63,2,1,2,8,1
30,31385.0,56,27,1,0,2,8,1
30,24570.0,97,193,4,0,4,9,1
40,25509.0,15,101,3,0,3,9,1
63,94642.0,35,2211,5,7,9,1,0
52,58646.0,3,140,2,1,4,4,1
39,53201.0,49,415,6,3,5,7,2
57,21994.0,4,22,0,0,3,5,1
36,57113.0,45,263,4,1,5,7,2
23,51373.0,37,393,3,5,3,4,0
28,23477.0,39,147,3,0,4,8,1
58,58116.0,38,443,3,3,8,2,1
51,72968.0,8,1958,5,5,8,3,0
43,39791.0,89,174,3,1,4,7,1
67,91712.0,47,2217,9,7,11,3,0
56,94472.0,75,1691,5,5,5,5,1
54,13672.0,86,25,1,0,3,8,2
34,96547.0,4,809,7,6,8,2,0
39,79205.0,73,895,6,5,4,4,0
39,56559.0,46,484,4,3,8,4,1
41,32644.0,38,413,7,1,6,8,1
34,67506.0,73,331,4,1,6,3,1
44,24206.0,66,25,1,0,3,6,1
47,28420.0,36,13,1,0,2,6,1
44,22979.0,29,115,3,2,2,8,1
48,33279.0,29,16,0,0,3,3,0
42,46423.0,6,92,2,0,4,7,2
37,30368.0,97,52,2,0,3,8,1
44,63684.0,61,1464,8,4,8,5,1
50,41638.0,68,441,5,5,3,8,1
55,68805.0,73,283,3,1,7,2,1
48,65814.0,90,747,8,2,10,5,1
56,71964.0,81,1870,5,6,5,3,0
28,39146.0,1,165,4,0,4,8,1
37,96876.0,79,1941,7,7,9,2,0
33,34445.0,92,839,11,2,8,9,0
56,68281.0,31,1655,2,9,13,5,0
39,37284.0,46,23,0,0,3,6,2
31,36790.0,14,66,2,1,2,9,0
47,27943.0,89,37,2,0,3,8,2
63,22263.0,31,21,1,0,3,6,2
42,30261.0,75,22,0,0,3,8,3
36,28587.0,42,78,2,0,4,6,1
32,43815.0,53,79,2,0,3,6,1
58,48195.0,53,265,4,2,5,6,2
62,77027.0,23,1175,8,3,6,4,1
49,71322.0,57,1305,8,5,13,4,1
35,32765.0,49,46,2,0,4,5,1
49,29672.0,6,25,0,0,3,6,2
61,23272.0,29,46,1,0,3,4,0
65,49912.0,5,874,10,5,7,8,1
29,7500.0,98,100,2,1,3,9,1
67,68117.0,80,930,11,8,4,6,1
59,67225.0,4,868,7,2,11,5,1
38,17649.0,70,45,3,0,3,8,1
39,55914.0,32,1260,11,6,8,7,1
30,40059.0,82,414,6,2,3,8,1
64,60905.0,27,392,3,3,7,2,1
37,75330.0,94,1109,10,3,12,6,2
63,60689.0,23,639,4,4,10,3,1
30,38680.0,97,79,2,0,3,7,1
32,61416.0,25,1665,10,3,10,6,0
23,49767.0,92,692,5,4,8,4,0
44,83273.0,98,1392,4,6,9,7,3
33,29009.0,19,44,2,0,3,6,1
35,45057.0,80,50,2,0,3,5,1
43,37150.0,80,467,4,3,6,7,1
44,43020.0,79,223,4,1,4,6,1
55,53154.0,50,158,3,1,4,4,1
41,65308.0,60,1211,7,8,12,4,0
44,76467.0,44,1575,2,5,5,6,1
67,81044.0,0,1208,5,6,10,1,0
63,32871.0,28,43,1,0,3,4,2
39,55801.0,35,527,7,2,6,7,2
55,76320.0,49,932,6,3,4,2,1
59,36927.0,46,71,3,0,3,8,2
61,48794.0,97,54,1,0,3,4,2
49,23478.0,51,129,3,0,3,8,0
41,71128.0,80,1615,2,10,12,7,1
38,70179.0,10,1034,7,3,13,5,1
64,59462.0,29,1088,9,2,12,7,1
45,51371.0,52,721,4,10,4,3,2
45,38361.0,74,137,3,1,3,7,1
33,51371.0,82,47,3,0,3,6,1
32,70038.0,54,1244,4,4,8,2,0
36,42554.0,93,41,2,0,3,4,2
40,67445.0,63,1174,9,6,12,6,1
63,67046.0,92,993,4,5,4,2,1
66,42192.0,40,100,2,1,3,4,0
62,77610.0,70,1680,4,7,4,7,1
30,31761.0,96,98,3,0,4,5,1
35,34350.0,81,48,1,0,3,7,1
65,54591.0,63,519,6,2,8,5,1
58,71866.0,85,715,6,3,10,3,1
45,25293.0,51,37,1,1,2,8,1
27,42000.0,23,653,5,2,11,5,0
31,69520.0,95,1455,9,6,5,5,0
44,64713.0,11,602,5,5,7,4,1
37,27889.0,42,26,1,1,2,6,1
54,22123.0,77,102,2,1,3,5,0
43,51371.0,82,97,2,1,3,8,2
60,51371.0,83,207,4,1,4,6,1
41,27803.0,40,176,3,0,4,8,1
59,51371.0,95,450,6,1,5,7,1
54,51651.0,32,433,6,2,5,8,1
26,68487.0,48,1366,9,7,13,4,0
71,51371.0,75,1564,5,5,11,1,0
45,56796.0,24,1001,8,9,7,7,1
22,87000.0,61,961,4,6,7,2,0
55,79823.0,6,1518,6,9,7,2,1
34,30828.0,16,56,1,1,4,3,1
43,34109.0,39,22,0,0,3,4,1
40,53367.0,2,400,5,1,8,7,2
45,22390.0,49,26,1,0,2,7,0
38,71322.0,31,350,4,1,7,2,1
21,79244.0,58,1216,4,10,7,1,0
65,49912.0,5,874,10,5,7,8,1
64,48699.0,90,40,1,0,3,5,2
39,80144.0,47,1367,3,7,8,1,0
58,54252.0,25,264,4,1,5,6,2
38,81929.0,60,2053,4,4,10,6,1
39,76068.0,67,1376,2,3,4,6,1
38,53204.0,40,45,1,0,3,4,2
65,67911.0,63,976,6,7,11,3,1
30,14796.0,1,51,1,0,3,9,1
40,78128.0,89,1264,8,4,6,3,1
42,14188.0,40,75,2,0,4,6,0
28,20425.0,5,57,2,0,3,7,1
52,58646.0,3,140,2,1,4,4,1
44,72967.0,1,497,7,2,8,5,1
65,48150.0,24,266,5,1,4,7,1
53,82332.0,89,2006,5,3,12,2,0
59,58275.0,48,615,8,2,7,7,2
33,44953.0,31,1021,7,3,13,6,0
61,34587.0,68,22,1,0,3,4,2
40,43018.0,46,133,2,2,2,5,1
60,45736.0,92,437,7,1,6,7,1
45,66476.0,80,1013,6,8,10,4,1
33,27733.0,16,57,2,0,3,7,1
62,69805.0,50,1038,6,8,11,2,1
52,72217.0,93,1573,3,10,8,2,0
43,25818.0,51,28,0,1,2,7,1
38,37509.0,24,123,3,0,4,7,1
38,25176.0,79,13,1,0,2,7,2
34,43586.0,26,132,3,0,4,8,1
58,53230.0,86,732,5,2,12,5,1
57,50116.0,68,66,1,0,4,5,2
42,84906.0,98,1631,5,6,12,2,0
48,61286.0,34,608,7,1,8,5,1
28,82333.0,60,1822,4,3,10,2,0
49,65220.0,3,1282,8,4,7,6,0
40,33590.0,65,8,1,0,2,7,3
38,30992.0,83,43,1,0,3,7,1
38,72309.0,64,1931,5,6,8,3,0
65,156924.0,85,8,0,0,0,0,0
34,16005.0,69,103,2,1,2,8,1
57,65487.0,48,1169,3,5,6,2,0
49,58692.0,21,395,8,2,4,7,1
45,40590.0,30,258,3,4,3,6,2
44,20587.0,39,25,1,1,2,7,1
60,62637.0,76,185,2,2,5,2,1
48,29435.0,11,180,3,2,2,9,2
40,19346.0,26,22,1,0,3,8,1
43,35788.0,34,44,2,0,3,6,2
46,36997.0,72,94,2,1,4,5,2
57,23539.0,13,81,2,0,4,6,0
41,65333.0,58,798,9,4,8,6,1
57,78499.0,12,1334,11,3,4,4,0
43,29732.0,23,38,2,0,2,9,1
54,41275.0,33,61,3,1,3,5,3
41,63516.0,30,300,4,1,7,5,2
52,42769.0,15,88,1,1,4,4,1
56,49572.0,25,54,2,0,3,7,2
42,69209.0,4,1782,5,3,6,4,0
38,17148.0,80,68,3,1,3,8,1
45,40590.0,30,258,3,4,3,6,2
38,30560.0,6,31,1,0,3,7,1
31,32146.0,16,66,2,0,4,6,1
50,41713.0,57,174,3,1,4,6,2
39,34176.0,9,28,1,0,3,3,1
59,58482.0,59,731,7,4,9,6,1
49,59686.0,78,274,4,1,6,4,1
50,60896.0,90,1701,9,10,4,6,1
34,62994.0,74,312,6,2,4,6,1
57,47320.0,10,414,5,1,8,6,1
65,74859.0,63,1565,6,5,11,3,0
22,15253.0,13,29,1,0,3,7,1
40,31560.0,98,94,2,1,3,8,1
60,72071.0,4,1338,5,4,8,2,1
24,91172.0,94,1092,4,3,7,3,0
30,90000.0,91,1479,4,8,5,1,0
33,41967.0,66,54,1,0,3,4,2
49,69263.0,14,568,9,1,7,6,1
44,65706.0,77,1199,11,3,12,7,0
39,60934.0,41,873,6,4,11,4,1
63,71965.0,21,1213,6,3,5,3,1
59,65210.0,25,731,9,3,8,6,1
39,79174.0,2,2043,5,6,7,2,0
47,81380.0,51,1893,4,2,10,2,0
41,48432.0,3,424,7,1,6,8,1
43,52914.0,32,575,7,3,3,7,1
59,38946.0,84,257,3,1,6,5,1
40,26067.0,49,56,3,0,3,8,1
42,44325.0,69,542,8,2,7,8,1
50,42523.0,96,125,1,1,4,2,0
36,26487.0,23,69,2,1,3,5,1
57,53233.0,18,40,1,0,3,4,1
54,67716.0,8,1016,7,4,13,5,1
42,76234.0,21,907,8,3,11,3,1
58,84117.0,60,1566,7,10,6,2,0
57,65487.0,48,1169,3,5,6,2,0
42,25224.0,36,46,1,1,3,3,1
31,89616.0,36,1644,7,5,12,2,0
43,40851.0,63,59,1,1,2,7,2
67,27469.0,2,17,0,0,3,6,0
57,82347.0,38,1853,7,7,10,3,0
57,73803.0,61,1528,9,5,6,6,1
62,8820.0,52,35,3,0,3,8,2
40,43322.0,25,141,3,0,4,7,0
41,55593.0,63,546,6,6,3,6,1
60,50501.0,10,500,5,4,4,6,2
39,37085.0,65,61,3,0,3,8,2
24,16185.0,71,106,2,2,2,8,1
45,57731.0,0,704,8,8,6,6,1
41,48432.0,3,424,7,1,6,8,1
36,73807.0,88,849,5,5,11,2,1
24,18929.0,15,85,1,0,4,6,0
46,35893.0,80,199,3,1,5,8,2
34,61014.0,17,1147,9,3,4,7,1
60,32144.0,76,54,2,1,3,7,2
51,14918.0,52,43,1,0,3,6,1
51,45146.0,28,53,1,1,2,4,2
59,41769.0,31,521,8,1,7,8,1
33,88325.0,42,1623,6,2,9,2,0
64,38054.0,24,45,2,0,3,7,2
19,80617.0,42,1435,4,6,8,2,0
38,5305.0,12,32,1,0,0,13,1
60,36807.0,88,16,1,0,2,6,2
31,28427.0,67,52,2,0,3,8,1
66,82032.0,54,1234,4,6,7,1,0
36,22775.0,40,15,1,0,2,8,1
29,40101.0,73,415,6,1,6,7,1
35,58025.0,81,470,3,2,10,4,1
32,75777.0,12,1438,3,6,11,1,0
35,7500.0,7,53,3,2,2,7,1
51,33562.0,33,51,2,0,4,4,3
44,57642.0,24,679,7,6,6,4,1
46,58554.0,55,586,8,2,6,7,2
35,63777.0,87,653,11,1,6,8,2
52,57967.0,39,468,4,2,8,5,1
36,51371.0,53,1679,0,0,1,0,0
42,24434.0,9,50,2,1,2,7,2
30,11012.0,82,84,3,1,2,9,1
44,44802.0,71,1049,9,4,12,8,0
28,26816.0,50,22,0,0,3,4,0
37,51371.0,23,62,3,1,3,6,1
40,34421.0,81,30,1,0,2,7,1
47,61223.0,46,1341,9,3,4,5,1
68,64014.0,56,444,8,2,5,7,3
33,56981.0,91,1241,2,3,13,6,0
58,69245.0,8,843,6,5,10,3,1
60,52869.0,40,172,3,1,4,7,2
